"model","price","year","mileage"
"Chevrolet: Silverado 3500 4WD Reg Cab","13,999.00","2007","108,500"
" Mercedes-Benz: C-Class C250 SPORT SUNROOF ALLOY WHEELS ","3,050.00","2012","32,281"
"Audi: Q7 quattro 4dr","27,000.00","2010","59,120"
"Chevrolet: Malibu Classic LS Sedan 4-Door","7,995.00","2008","90,000"
"GMC: Yukon SLT Sport Utility 4-Door","43,500.00","2016","3,321"
"Mercedes-Benz: CLS-Class CLS500","15,900.00","2006","66,462"
" Chevrolet: Corvette Z16 Grand Sport 3LT Certified 2010 HUD 1 OWNER ","41,880.00","2010","2,509"
"New listing Maserati: Gran Turismo 2dr Coupe Sport","79,800.00","2013","17,257"
"New listing Maserati: Gran Turismo 2dr Coupe Sport","79,800.00","2013","17,257"
"Honda: Pilot EX Sport Utility 4-Door","7,800.00","2006","130,000"
"Toyota: Land Cruiser L","7,956.00","1963","49,976"
"Ford: Ranger XLT","1,526.00","2002","130,205"
"Chrysler: LeBaron Mark Cross Convertible 2-Door","1,400.00","1984"," "
"Volkswagen: Golf 2-Door","14,491.00","2011","49,726"
" Jeep: Wrangler 4WD 2dr X ","11,980.00","2007","151,107"
" Buick: Lacrosse Base Sedan 4-Door ","16,818.12","2013","48,316"
"BMW: M Roadster & Coupe M 3.2L","24,885.00","1998","29,983"
"Ford: F-250 XL Animal Control Truck","8,950.00","2005","129,807"
"Chevrolet: Corvette Z51 Stingray","69,686.00","2016","10"
" BMW: 3-Series 328I COUPE AUTOMATIC HTD SEATS SUNROOF ","19,980.00","2011","32,569"
"Dodge: Magnum SRT8","13,600.00","2006","12,000"
"New listing Mazda: Protege LX Sedan 4-Door","900.00","2003","175,355"
"Ferrari: Other F12","373,876.00","2015","1,594"
"Fiat: 500 2dr Convertible Abarth","15,900.00","2013","18,217"
"Chevrolet: Camaro RS","8,700.00","1989","50,134"
"Bentley: Continental GT GTC Convertible 2-Door","94,900.00","2009","18,145"
"Lamborghini: Gallardo LP 550-2 Coupe 2-Door Automatic 6-Speed V10 5.2L","125,999.00","2012","32,081"
" Ford: C-Max SEL ENERGI HYBRID HTD LEATHER ","1.00","2013","30,210"
"BMW: 3-Series i","910.00","2006","89,736"
"Ford: Escape Limited Sport Utility 4-Door","7,995.00","2007","108,200"
"Jeep: Liberty Sport Sport Utility 4-Door","6,800.00","2005","55,000"
"Cadillac: CTS 2dr Cpe","16,655.00","2011","2,187"
"Chevrolet: Tahoe 2WD 4dr LT","58,755.00","2016","0"
"Chevrolet: Corvette Z16 Grand Sport w/3LT","1,025.00","2011","6,832"
"Ford: Crown Victoria Sedan","2,995.00","2008","87,744"
" Volkswagen: Golf Wolfsburg Edition Hatchback 4-Door ","2,000.00","2014","19,666"
"Fiat: Other","10,495.00","1978","26,320"
" Mercedes-Benz: 600-Series sedan ","5,999.00","1992","82,120"
"Ford: Model A","9,850.00","1929","9,999,999"
"Chevrolet: Malibu 4dr Sedan Premier w/2LZ","37,845.00","2016","0"
"Ford: Focus S Sedan 4-Door","5,000.00","2012","71,100"
"Ford: Fusion 4dr Sedan SE FWD","15,261.00","2013","43,125"
" Porsche: 911 2dr Coupe Carrera S ","55,900.00","2008","13,690"
"Dodge: Viper 2dr Coupe SRT10","66,850.00","2010","10,889"
"Audi: S6 4dr Sedan Prestige","50,992.00","2013","30,730"
"Chevrolet: Corvette Z06 Coupe 2-Door","20,000.00","2001","17,023"
"Chevrolet: Camaro","15,000.00","1979","90,000"
"Porsche: Cayman GT4","100,000.00","2016","4,737"
"Mini: Cooper Coupe Coupe 2-Door","13,954.00","2012","49,184"
"New listing Chevrolet: Impala biscayne","8,201.00","1958","84,000"
" Nissan: Rogue SL Sport Utility 4-Door ","28,690.00","2016","0"
"Dodge: Ram 1500 SXT","20,999.00","2008","44,000"
" Chevrolet: Silverado 1500 Extended Cab ","3,550.00","1998","84,532"
"Dodge: Challenger 2-Door Coup3","25,000.00","2014","17,500"
"Ford: E-Series Van xlt","38,000.00","2012","46,700"
"New listing  Ford: F-250 LARIAT CREW 4X4 DIESEL FX4 REAR CAM ","1.00","2010","84,451"
"Jaguar: XF Luxury Sedan 4-Door","18,250.00","2009","65,500"
"Chevrolet: SSR Reg Cab 116.","19,099.99","2005","12,294"
"Toyota: RAV4 Limited","1,575.00","2013","25,282"
" Mercedes-Benz: SL-Class ","65,000.00","2013","10,500"
"New listing Ferrari: 458 2dr Coupe","208,500.00","2011","13,100"
"New listing  Ford: F-150 KING RANCH CREW 4X4 ECOBOOST SUNROOF NAV ","33,980.00","2012","53,392"
"Lexus: ES 4dr Sedan","8,900.00","2004","88,869"
"Chevrolet: Tahoe 2WD 4dr LTZ","69,378.00","2016","0"
"Mini: Cooper 2dr Coupe S","30,850.00","2015","0"
" Toyota: 4Runner ","1.25","2014","13,685"
"Chevrolet: Equinox FWD 4dr LT","31,371.00","2016","0"
" Ford: Mustang MANUAL CRUISE CONTROL AUXILIARY PORT 1 OWNER ","56,980.00","2008","13,369"
"Ford: Mustang Roush 5XR RWD 5.0L V8 Cyl Clean Manual Coupe","2.25","2011","5,307"
" BMW: 3-Series Convertible ","6,100.00","2004","99,675"
"Ford: Taurus","2,200.00","2000","190,000"
"Saab: 9-5 2.3t Sedan 4-Door","5,900.00","2006","119,500"
"Maserati: Other S Automatic","78,885.00","2012","13,645"
"Buick: LeSabre Limited Sedan 4-Door","600.00","1992","162,000"
"Ford: Torino Sport","15,250.00","1973","77,000"
"Ford: F-250","6,275.00","2004","227,195"
"New listing Chevrolet: Chevelle","16,500.00","1983","10,000"
" BMW: 3-Series 335I SEDAN M SPORT LINE TURBO SUNROOF ","38,780.00","2014","14,435"
"Volkswagen: Golf 2DR HATCHBACK","31,900.00","2012","13,100"
"New listing Chevrolet: El Camino SS Clone","5,100.00","1969","0"
"Chevrolet: Trailblazer 4dr 4WD LS","4,795.00","2004","131,615"
"Ford: F-450 XL","26,500.00","2012","43,313"
"Chevrolet: Corvette Stingray $6,000 OFF MSRP","55,005.00","2016","9"
"New listing Mercedes-Benz: SLS AMG 2dr Convertible","189,800.00","2013","12,991"
"Ford: F-350 XLT","27,980.00","2013","13,942"
" GMC: Yukon 4dr 1500 SLT ","13,800.00","2003","53,100"
"Nissan: GT-R Overtake Premium AWD 2dr Coupe","99,496.00","2009","54,911"
"New listing Chevrolet: Impala Impala","40,100.00","1958","500"
"New listing Ford: F-350 Dump Truck","14,995.00","2004","101,375"
"Chevrolet: Silverado 1500 LTZ","23,699.00","2016","237"
"New listing Chevrolet: Impala station wagon","1,750.00","1864","111,111"
" Chevrolet: C/K Pickup 2500 LS ","6,600.00","2000","48,000"
"Chevrolet: Camaro SS","46,077.00","2016","0"
"Other Makes Tiger","13,000.00","1965"," "
"Ford: Escort ZX2 5-SPEED 1-OWNER! LOW MILES!","500.00","2000","119,156"
"Dodge: Ram 1500 sport","5,200.00","1999","130,923"
"Jeep: Wrangler Rubicon (2dr 4x4)","31,987.00","2011","34,062"
"Mercedes-Benz: CLS-Class 4dr Coupe CLS400 RWD","72,990.00","2016","0"
"Chevrolet: Camaro","24,999.00","2012","46,000"
"Chevrolet: Corvette","65,900.00","1966","63,455"
"BMW: 4 Series 428i","42,988.00","2015","11,395"
"New listing Jaguar: XJ8 L Sedan 4-Door","11,800.00","2006","42,283"
" Mercedes-Benz: C-Class C350 COUPE PANO ROOF NAV ","25,980.00","2013","45,896"
"Ford: F-150 Roush Supercharged SVT Raptor","64,995.00","2014","16,069"
"Chevrolet: Chevelle SS","124,999.00","1967","5,900"
"New listing  Ford: Taurus SHO AWD ECOBOOST SUNROOF NAV 20'S ","1.00","2013","25,870"
"New listing Honda: Accord LX Sedan 4-Door","810.00","2003","129,000"
"Ford: F-350 PLATINUM","1,000.00","2015","16,432"
"Mercedes-Benz: S-Class SPORT","49,995.00","2013","35,988"
" Ford: Excursion LIMITED DIES ","23,980.00","2005","97,036"
"Toyota: Tacoma Access Cab 6 Ft Bed 4x4 2.7L 4 Cylinder Automatic","29,988.00","2016","1"
" Mercedes-Benz: CLS-Class 4dr Coupe 5.5L AMG ","23,890.00","2006","71,615"
"Mercedes-Benz: C-Class C300 Sport 4matic","2,550.00","2010","27,805"
"Mercedes-Benz: C-Class 4dr Sedan C300 4MATIC","45,070.00","2016","0"
"Ford: F-250 Super Duty King Ranch","40,350.00","2012","62,111"
"Ford: TRANSIT 350HD UTILITY SERVICE GAS SAVER 3.7L V6 -AVAIL. DIESEL","38,599.00","2015","750"
"BMW: 5-Series 528i","38,495.00","2014","22,346"
"BMW: X6 xDrive35i Sport Utility 4-Door","35,000.00","2011","50,000"
"Rolls-Royce: Phantom Base Sedan 4-Door","164,900.00","2009","19,629"
"Ford: F-350","12,999.00","1995","61,000"
"Ford: Super Deluxe Super Deluxe","4,000.00","1941","31,878"
"Mercedes-Benz: 300-Series","5,000.00","1985","252,635"
"Lamborghini: Aventador 2dr Convertible","435,000.00","2015","2,295"
"Chevrolet: Suburban 10","6,312.12","1960","141,032"
"Chevrolet: Corvette 1LT","510.00","2016","0"
"New listing  Chevrolet: Other Pickups Crew Cab Leather Nav Back Up Camera ","34,900.00","2008","112,192"
" Chevrolet: El Camino SUPER SPORT ","9,900.00","1982","15,000"
"Bentley: Continental GT 2dr Convertible","135,000.00","2013","5,555"
"New listing BMW: 3-Series 2dr Conv 328","13,900.00","2008","96,500"
"Chevrolet: Chevelle SS","45,900.00","1970","1,559"
"Mercedes-Benz: S-Class 4 Matic","98,991.00","2015","663"
"BMW: 3-Series 320 I","4,475.00","1982","137,301"
"Mercedes-Benz: Other","15,000.00","1979","42,000"
"Chevrolet: Chevelle Malibu","19,900.00","1968","68,500"
"BMW: 5-Series 4DR SEDAN","24,900.00","2011","77,278"
"New listing Toyota: Tacoma V6 4x4 4.0L V6 Cyl Crew Cab Truck Cloth Seats","16,985.00","2006","110,249"
"New listing  Toyota: Tacoma PRERUNNER DBL CAB TRD OFF ROAD ","23,480.00","2012","66,059"
"Other Makes: Fortwo 2dr Coupe Pure","15,500.00","2016","0"
"New listing Other Makes: Model A","23,995.00","1980","1,262"
"Mercedes-Benz: M-Class ML400","57,500.00","2015","30"
"New listing Chevrolet: Chevelle SS Convertible 454 Buckets Disc Brakes Factory A/C","24,200.00","1972","17,607"
"Toyota: Tundra Platinum Crew Cab Pickup 4-Door","31,700.00","2010","79,900"
"New listing Nissan: 350Z Touring Convertible 2-Door","18,000.00","2004","34,050"
"Ford: F-250 Crew Cab Platinum Powerstroke Navigation Roof 36k","49,605.00","2013","36,283"
"New listing Chevrolet: Shortbed","5,001.00","1968","300"
"Jaguar: Other XKR","39,999.00","2008","49,363"
"Chevrolet: Sonic 4dr Sedan Automatic LS","17,825.00","2016","0"
"Aston Martin: Vantage Base Hatchback 2-Door","89,900.00","2013","8,900"
"New listing  Dodge: Ram 2500 LARAMIE MEGA CAB 4X4 DIESEL NAV ","1.00","2014","18,742"
"Chevrolet: Camaro","29,999.00","1969","100,000"
"Other Makes: Fortwo 2dr Coupe Prime","19,680.00","2016","0"
"New listing BMW: M3 M3","69,991.00","1988","75,000"
"Chevrolet: Chevelle SS 396","46,000.00","1967","26,865"
"Chevrolet: C-10 Fleetside long bed","2,500.00","1966","11,111,111"
"Ford: F-350 Lariat","31,981.00","2010","71,224"
"BMW: Z4 2.5i","7,000.00","2005","50,000"
"Ford: F-150 5.4 Triton","5,500.00","2005","182,000"
"Chevrolet: Impala ss","8,000.00","1963","0"
"Chevrolet: Chevelle SS 454 Big Block","16,100.00","1972","92,192"
" Mercedes-Benz: CL-Class 2dr Cpe CL63 ","83,950.00","2014","4,800"
"Chevrolet: Trax FWD 4dr LT","25,335.00","2015","0"
"BMW: M5 4dr Sdn","58,500.00","2013","30,815"
"Cadillac: CTS Luxury Sedan 4-Door","25,500.00","2013","9,100"
"Ford: F-250 Lariat CrewCab SWB 4X4 6.4L DIESEL Nav Cam Roof","50,000.00","2008","106,417"
"Mercedes-Benz: 500-Series 500sel","1,500.00","1985","91,100"
"Chevrolet: Sedan Delivery","43,950.00","1939","0"
"BMW: 3-Series 335is Coupe","35,950.00","2013","30,804"
"Toyota: Prius Prius 4 - LOADED","14,500.00","2011","80,895"
"Chevrolet: Camaro","29,900.00","1967","0"
"New listing BMW: 3-Series 2 DOOR CONVERTIBLE, PREMIUM, SPORT, XENON, MTECH","10,995.00","2003","45,133"
"Chevrolet: Silverado 1500 Z71 Crew Cab 4x4","10,460.00","2005","160,605"
"Lexus: IS 4dr Sport Sedan Automatic AWD","11,995.00","2008","92,515"
"Chevrolet: Tahoe LS 4dr SUV","5,100.00","2007","132,570"
" Ford: Transit Connect XLT 5-PASS REARVIEW CAM ","1.00","2014","9,973"
"Mercedes-Benz: CLK-Class CLK550 2dr Cabriolet","19,500.00","2009","34,255"
"Mitsubishi: Endeavor XLS Sport Utility 4-Door","1,425.00","2004","169,335"
"Mercedes-Benz: S-Class 4dr Sedan Maybach S600 RWD","183,900.00","2016","20"
" Mercedes-Benz: E-Class 4Matic Sedan 4-Door ","29,500.00","2011","28,600"
" Lamborghini: Aventador LP700-4 ","429,900.00","2014","4,346"
"Dodge: Other Pickups","11,100.00","1947","1,000"
"Toyota: Tacoma Prerunner","16,388.00","2010","99,184"
" Ford: Mustang GT Premium Certified 2010 16K MILES 1 OWNER MANUAL ","23,980.00","2010","16,300"
"Chevrolet: Corvette tuned port injection","15,000.00","1985","2,305"
"Ford: F-150 XLT","26,000.00","2015","17,455"
"BMW: 3-Series 328i Xdrive","13,900.00","2009","71,000"
"New listing  Lamborghini: Gallardo LP560-4 Coupe 2-Door ","168,500.00","2009","11,858"
"Ford: Torino GT Fastback","1,750.00","1970","0"
"New listing  Ford: F-150 LARIAT 4X4 ","16,995.00","2008","130,350"
"BMW: 6-Series 640i Gran Coupe","88,149.00","2016","0"
"BMW: 5-Series Sport Mode","3,000.00","2003","138,000"
"New listing  Jeep: Other j 10 ","4,200.00","1982","111,208"
"BMW: X3 xDrive28i","33,995.00","2013","34,342"
"Mercury: Grand Marquis LS Sedan 4-Door Ultimate Edition","16,500.00","2011","9,980"
"Toyota: 4Runner Limited Edition","3,500.00","2002","182,565"
"Audi: A3 S-Line","10,250.00","2007","121,023"
"New listing Mercedes-Benz: SL-Class","15,550.00","1987","90,362"
"BMW: 5-Series 528i","31,995.00","2013","47,973"
" Chevrolet: Corvette ","14,995.00","1996","45,600"
"Rolls-Royce: Ghost Base Sedan 4-Door","269,900.00","2014","5,245"
"Mercedes-Benz: SLK-Class 2dr Roadster SLK300","52,455.00","2016","0"
"Ford: E150 Econoline Van","8,500.00","1998","83,026"
"Ferrari: California 2dr Convertible","249,500.00","2015","2,067"
"Mercedes-Benz: E-Class 4dr Sedan E350 Sport RWD","67,570.00","2016","0"
"New listing Chevrolet: Silverado 2500 Base Cab & Chassis 2-Door","7,000.00","2001","113,363"
"Ford: C-Max SEL","13,000.00","2014","14,924"
"Lexus: GS F Sport Sedan","47,950.00","2015","1,131"
"Ford: F-100 PANEL","15,000.00","1960","130,000"
"Ford: F-350 XLT Dump Truck","25,900.00","2008","99,774"
" Kia: Cadenza Limited Sedan 4-Door ","1.00","2014","12,536"
"Ford: Mustang 0% Financing 670Hp Roush Mustang Convertible 2015","59,578.00","2015","0"
"Mercedes-Benz: E-Class WAGON E350 4MATIC SPORT","13,300.00","2012","35,940"
" Chevrolet: SS SS ","44,500.00","2015","8,775"
"Ford: F-350 Reg. Cab WD","8,500.00","1983","52,261"
"Bentley: Continental GT 2dr Convertible Speed","249,900.00","2016","74"
" BMW: 3-Series 325i ","6,950.00","2003","118,195"
" Audi: Q5 Premium Plus Sport Utility 4-Door ","38,000.00","2016","4,000"
"Ford: Other","20,000.00","1939","55,000"
"GMC: Acadia FWD 4dr SLT2","15,900.00","2010","78,130"
"Audi: A8 L Quattro 4dr Sedan","20,900.00","2007","65,348"
"New listing Jeep: Wrangler Unlimited Rubicon Sport Utility 4-Door","30,000.00","2012","14,500"
"New listing  Ford: F-450 Crew Cab XL ","49,949.00","2015","7"
"BMW: 3-Series 328i","44,795.00","2016","0"
"Chevrolet: Traverse FWD 4dr LT w/1LT","37,874.00","2016","0"
"New listing Jeep: Wrangler Renegade Sport Utility 2-Door","20,000.00","60,000"," "
"Toyota: FJ Cruiser TRD Special Edition Sport Utility 4-Door","21,900.00","2007","90,700"
"Porsche: 911 Turbo Coupe","208,888.00","1996","8,597"
"BMW: 3-Series 328i","42,995.00","2016","0"
"BMW: X5 xDrive50i","88,800.00","2015","0"
"BMW: 2 Series M235i","54,794.00","2016","0"
"Ford: Other Roadster","49,500.00","1932","9,548"
" Ford: F-350 XL ","54,735.00","2015","401"
"BMW: X3 xDrive28i","34,995.00","2013","23,052"
"Toyota: Prius Prius 4 - LOADED","14,500.00","2011","80,895"
"BMW: 7-Series 4DR SEDAN","25,900.00","2010","88,810"
"Chevrolet: Chevelle Malibu","8,600.00","1972","130,009"
"Porsche: 911 Carrera Convertible 2-Door","49,500.00","1985","64,180"
"Toyota: Camry 4dr Sedan I4 Automatic XLE","13,988.00","2011","53,043"
"Chevrolet: Corvette Sting Ray Split Window Coupe Correct Riverside Red","69,655.55","1963","6,068"
"Chevrolet: Tahoe PPV 2WD","18,595.00","2012","70,097"
"Ford: F-250 XLT 4x4 6.4L V8 Diesel Extended Cab Truck Bedliner","1.00","2008","109,461"
"Dodge: Ram 1500 Express 2WD Quad Cab","27,999.00","2014","16,314"
"BMW: 6-Series 650i","45,100.00","2015","937"
"BMW: 3-Series HARTGE H5.0","127,500.00","2006","33,000"
"Chevrolet: Impala","1,175.00","1963","100"
"New listing Aston Martin: Rapide S Sedan 4-Door","145,000.00","2014","8,017"
"Other Makes: 1933 PLYMOUTH PC Coupe","21,000.00","1933","76,220"
"Mercedes-Benz: E-Class 4Matic Sedan 4-Door","14,500.00","2009","63,615"
"Chevrolet: C/K Pickup 3500","1,000.00","1969","0"
"Mercedes-Benz: C-Class C300 4MATIC","24,900.00","2013","15,945"
"New listing  Toyota: Tundra SR5 CREWMAX 4X4 NAV 20"" WHEELS ","35,980.00","2014","20,594"
"Dodge: Charger 2dr","10,000.00","1972","38,000"
"Mercedes-Benz: C-Class Kompressor","650.00","1999","149,000"
"Jeep: Wrangler Unlimited Sport Utility 4-Door","49,850.00","2016","155"
"BMW: 3-Series 328i","46,045.00","2016","0"
"Porsche: Cayenne 4DR SUV","35,900.00","2011","48,158"
"Ford: Fairlane","29,500.00","1957","22,000"
"Ford: F-550","17,999.00","2005","133,000"
" Ford: Bronco 4 x 4 ","40,000.00","1968","7,540"
"Chevrolet: Camaro","2,500.00","1979","999,999,999"
"Subaru: Outback Base Wagon 4-Door","1,399.99","2002","212,000"
"Oldsmobile: Ninety-Eight 4 door","5,900.00","1978","65,000"
"Lexus: LX Base Sport Utility 4-Door","66,854.00","2014","32,260"
" Ford: HOT ROD ","16,400.00","1932","2,200"
"Infiniti: G37 Journey Coupe 2-Door","23,500.00","2012","29,926"
"Ferrari: California 2dr Convertible","148,826.00","2011","11,386"
"Ford: Bronco Sport","26,700.00","1972","49,950"
"Chevrolet: C-10 Stepside","15,500.00","1968","44,000"
"BMW: 4 Series 428i","50,855.00","2016","0"
"New listing Chevrolet: Bel Air/150/210 base","6,500.00","1957","9,999,999"
"New listing Maserati: Other Sport GT S","15,000.00","2008","60,493"
"Chevrolet: Corvette Z06 3LZ","96,160.00","2016","0"
"BMW: 4 Series 428i","52,044.00","2016","0"
"AMC: Other Rebel Convertible","4,900.00","1968","27,968"
"Bentley: Other ($231,880.00 MSRP)","169,888.00","2014","2,177"
"Toyota: 4Runner SR5 V6","560.00","1995","240,000"
"New listing Ford: F-150 F-150 LIGHTNING","19,000.00","1999","78,210"
"Ford: Tudor Street Rod","25,900.00","1946","9,781"
"Chevrolet: Camaro","38,950.00","1968","0"
"Ford: F-350 XLT Texas Edition Crew Cab 4x4 Fx4","51,289.00","2016","5"
" Maserati: Ghibli S Q4 ","54,950.00","2014","22,762"
"New listing Bentley: Continental GT GT Coupe 2-Door","52,896.00","2004","4,800"
"Ford: Explorer Sport Trac Limited Adrenaline","19,000.00","2008","57,384"
"Scion: xB Base Wagon 4-Door","16,789.00","2014","8,957"
"Ferrari: 360 Spider Convertible 2-Door","87,500.00","2003","12,491"
"Lincoln: Town Car Signature Sedan 4-Door","4,000.00","2003","81,470"
"Mercedes-Benz: GLC RWD 4dr GLC300","45,045.00","2016","0"
"BMW: 3-Series 328i","50,445.00","2016","0"
" Mercedes-Benz: Other GLE350 P1 SUNROOF NAV REAR CAM ","1.00","2016","4,117"
"Dodge: Viper Base","69,979.00","2014","8,167"
" Ford: Mustang GT Deluxe Certified 2007 39K MILES MANUAL NAV AUX ","6,889.00","2007","39,312"
"Mercedes-Benz: C-Class 4dr Sedan C300 Sport 4MATIC","25,900.00","2014","23,330"
"New listing De Tomaso: Other chrome","87,250.00","1972","42,409"
"Chevrolet: Trax FWD 4dr LT","21,988.00","2016","2,743"
"Ford: Five Hundred Limited Sedan FWD","5,205.00","2005","156,792"
"Mini: Cooper 2dr Coupe","28,700.00","2015","0"
"Mercedes-Benz: SL-Class Performance Pkg 2dr Convertible","38,900.00","2007","47,697"
" Ford: F-150 TEXAS ED CREW TONNEAU SIDE STEPS ","28,980.00","2013","28,100"
"Porsche: 911 2DR CONVERTIBLE","52,900.00","2007","12,377"
"Ford: Thunderbird Convertible","17,700.00","1964","113,127"
"Bentley: Continental GT GTC Convertible 2-Door","69,000.00","2007","52,300"
"New listing BMW: 5-Series Sport","2,900.00","2006","138,536"
"Ford: Pickup Custom Street Rod","54,500.00","1937","150"
"Chevrolet: Bel Air/150/210 Custom 2 Door Post","155,000.00","1956","100"
"Lexus: RX AWD 4dr","28,795.00","2013","26,733"
"Ford: Model A sedan","13,550.00","1929","111,111"
"New listing Pontiac: Grand Am SE1 Sedan 4-Door","200.00","2003","0"
"BMW: 5-Series 535d","65,620.00","2016","0"
"BMW: 4 Series Gran Coupe","49,644.00","2016","0"
"Ford: E-Series Van","3,100.00","1998","109,936"
" Toyota: RAV4 LIMITED SUNROOF NAV REAR CAM ","26,980.00","2014","16,046"
"Ford: F-250 Lariat Crew Cab 4x4 Fx4 Longbed","56,626.00","2016","4"
"Bentley: Continental GT GT V8 Coupe 2-Door","100,000.00","2013","8,175"
"BMW: 5-Series 528i","57,425.00","2016","0"
"Porsche: Cayenne AWD 4dr","100.00","2016","5,860"
"Ford: Edge Sport","9,100.00","2013","30,519"
"Dodge: Ram 1500 ST Regular Cab 2WD","12,750.00","2010","80,845"
"Chevrolet: Corvette Z06 | Heads Up Display, Bose Audio","202.50","2004","23,260"
"Mercedes-Benz: CLK-Class Convertible","9,550.00","2005","126,344"
"Ford: Explorer Limited","49,145.00","2015","0"
" Ford: Deluxe Deluxe ","6,000.00","1940","91,000"
"Ford: Freestar SE Mini Passenger Van 4-Door","3,000.00","2006","91,265"
" Chevrolet: Colorado LT CREW 4X4 V8 BEDLINER ","9,199.99","2009","48,725"
"New listing Acura: TSX Base Sedan 4-Door","7,000.00","2007","139,951"
"Chevrolet: Camaro Pro-Touring Z/28","64,999.00","1968","3,500"
"New listing Mercedes-Benz: C-Class 4dr Sedan C250 Sport RWD","22,898.00","2013","48,537"
"Ford: Escape XLT","3,008.00","2002","14,000"
"Cadillac: DeVille Deville Convertible","11,500.00","1970","76,975"
"Mercedes-Benz: GLC RWD 4dr GLC300","45,045.00","2016","0"
"Jeep: Wrangler Unlimited Sport Sport Utility 4-Door","65,550.00","2016","330"
"Porsche: 911 Turbo Coupe 2-Door","179,500.00","1991","13,704"
"New listing Volvo: V70 Base Wagon 4-Door","1,000.00","1998","209,673"
"Chevrolet: Sonic 4dr Sedan Automatic LT","20,074.00","2016","0"
"Chevrolet: SS","50,767.00","2016","0"
" Cadillac: SRX Luxury Sport Utility 4-Door ","2,950.00","2016","8,800"
"Chevrolet: Tahoe 2WD 4dr LTZ","70,145.00","2016","0"
"Chevrolet: Bel Air/150/210 2 door Bubble top","72,500.00","1962","100,000"
"Ford: F-150 XL","1,000.00","2013","49,503"
"Ford: Ranger XLT","9,500.00","1988","11,250"
"Toyota: Camry LE Sedan FWD","8,300.00","2007","99,016"
"New listing Mazda: RX-7 Convertible Convertible 2-Door","1,000.00","1990","76,900"
"New listing Chevrolet: Chevelle SS 396","49,995.00","1968","4,219"
"Dodge: Other SLT 4dr Quad","24,995.00","2007","138,571"
"Bentley: Continental GT 2dr Coupe","129,000.00","2013","17,493"
"BMW: 5-Series 535i","63,895.00","2016","0"
"Honda: Accord 4dr I4 CVT Sport","20,995.00","2014","33,534"
"Volkswagen: Tiguan SEL Sport Utility 4-Door","19,999.00","2014","14,000"
"Chevrolet: Chevelle super sport","48,800.00","1969","89,000"
"Ford: F-250 XLT Standard Bed Newer Tires Non Smoker Towing v8","10,000.00","2005","117,352"
"Ford: Mustang Fastback Custom ""Eleanor"". Amazing. Must See!!!!!!","109,000.00","1967","57"
"Dodge: Ram 1500 SRT-10","12,100.00","2005","67,764"
"Chevrolet: Chevelle 572 Convertible","84,990.00","1970","681"
"Chevrolet: Impala bubble top","6,400.00","1961","53,211"
"Chevrolet: SS","51,067.00","2016","0"
"Chevrolet: Corvette STINGRAY WITH Z51","68,999.00","2016","5"
" Chevrolet: Camaro Z/28 Certified 2014 2K MILES CRUISE BLUETOOTH AUX ","6,100.00","2014","2,023"
"Ford: F-350 Lariat 4dr Crew Cab 4WD LB DRW","27,990.00","2008","65,620"
"Ford: F-250 XLT 6.0L 2WD Crew Cab Short Bed Tow Command","19,880.00","2007","64,366"
"New listing  Ford: Taurus SEL SEDAN HTD LEATHER SYNC ","19,780.00","2014","18,746"
" Ford: Expedition XLT 4X4 8-PASS PARK ASSIST TOW ","1.00","2013","3,327"
"Tesla: Model S P85+","79,999.00","2014","20,272"
"BMW: 3-Series convertible","26,250.00","2011","45,503"
"New listing Ford: F-450 King Ranch","23,500.00","2008","81,500"
"Mercedes-Benz: Other Car","18,999.00","1984","118,245"
"Chevrolet: Silverado 1500 Single Cab 4X4","10,995.00","2006","105,034"
"New listing Ferrari: 458 2dr Convertible","268,755.00","2014","11,758"
" Toyota: Land Cruiser 4dr 4WD ","8,150.00","1999","105,656"
"Chevrolet: Chevelle","5,700.00","1972","40,000"
"Mercedes-Benz: S-Class 4dr Sedan S65 AMG RWD","67,789.00","2010","49,600"
"Ford: F-250 Crew Cab Lariat King Ranch FX4 4x4","58,900.00","2015","7,773"
"Mercedes-Benz: CL-Class P3 PACKAGE","22,500.00","2007","143,000"
"Jeep: Wrangler Unlimited Sport Utility 4-Door","58,550.00","2016","200"
"Mercedes-Benz: S-Class 4dr Sedan S550 RWD W/Sport package Plus One/P2","38,500.00","2011","39,115"
"Toyota: Pickup Pickup Hilux","9,100.00","1981","42,000"
"BMW: 3-Series 320i xDrive","40,625.00","2015","0"
"Ford: F-350 Platinum","59,395.00","2015","16"
"Chevrolet: Captiva Sport SPORT PACKAGE","17,500.00","2014","22,600"
"Ford: F-150 16 ROUSH F-150 Lariat Supercrew 4WD","70,195.00","2016","10"
"New listing McLaren: MP4-12C 2dr Convertible Spider","199,032.00","2014","2,753"
"Lamborghini: Murcielago LP640 Convertible 2-Door","189,900.00","2008","7,780"
"Porsche: 911 2DR CONVERTIBLE","44,900.00","2008","38,341"
"New listing Ford: F-250 Lariat Crew Cab 4WD","19,000.00","2009","126,098"
"New listing BMW: X3 xDrive28i","46,645.00","2016","0"
"Chevrolet: Corvette","54,900.00","1965","44,771"
"Chevrolet: Bel Air/150/210 other kits","14,100.00","1949","99,999"
"Toyota: Tundra 4 wheel drive 4 door ext cab WoW","10,840.00","2000","150,514"
"Toyota: Tacoma PreRunner 2WD Double Cab Long Bed","13,490.00","2007","152,462"
